"user_statuses_count","user_followers_count","full_text","user_url","user_location","user_description","user_profile_image_url_https","is_quote_status","quote_count","user_friends_count","full_text_norm","entities_user_mentions","entities_urls","in_reply_to_user_id_str","favorite_count","lang","user_created_at","user_listed_count","created_at","user_id_str","user_favourites_count","user_verified","source","in_reply_to_status_id_str","reply_count","in_reply_to_screen_name","id_str","entities_hashtags","text_sentiment","retweet_count","user_name","user_screen_name"
"None","None","Saya mengajak para sahabat untuk mendo’akan sodara kita jamaah haji, semoga Allah memberikan kesehatan dan kekuatan juga barokah-NYA, sehingga bisa melaksanakan ibadah haji dengan baik dan insya Allah selamat kembali ke tanah air dan menjadi haji yang mabrur. Aamiin.","None","None","None","None","None","None","None","Saya mengajak para sahabat untuk mendo’akan sodara kita jamaah haji, semoga Allah memberikan kesehatan dan kekuatan juga barokah-NYA, sehingga bisa melaksanakan ibadah haji dengan baik dan insya Allah selamat kembali ke tanah air dan menjadi haji yang mabrur. Aamiin.","","None","",8039,"None","None","None","2019-08-11 04:00","None","None","None","None","None",399,"","1160400570244448258","","positive",827,"Prabowo Subianto","prabowo"
"None","None","Qurban bukan lah semata-mata tentang menyembelih hewan. Qurban adalah bentuk ketaatan dan ketaqwaan seorang hamba kepada Sang Pencipta. Semoga kita bisa meneladani ketaatan dan ketaqwaan Nabi Ibrahim AS juga Nabi Ismail AS.","None","None","None","None","None","None","None","Qurban bukan lah semata-mata tentang menyembelih hewan. Qurban adalah bentuk ketaatan dan ketaqwaan seorang hamba kepada Sang Pencipta. Semoga kita bisa meneladani ketaatan dan ketaqwaan Nabi Ibrahim AS juga Nabi Ismail AS.","","None","",6012,"None","None","None","2019-08-11 03:39","None","None","None","None","None",192,"","1160395170610737152","","neutral",867,"Prabowo Subianto","prabowo"
"None","None","Selamat Hari Raya Idul Adha 1440 H.","None","None","None","None","None","None","None","Selamat Hari Raya Idul Adha 1440 H.","","None","",7332,"None","None","None","2019-08-11 02:20","None","None","None","None","None",231,"","1160375386376527872","","neutral",893,"Prabowo Subianto","prabowo"
"None","None","Saya mengajak sahabat dan saudara-saudara sekalian untuk turut serta mendoakan almarhum agar mendapat tempat yang mulia di sisi Allah SWT. Kepada saudaraku yang muslim mari kita menggelar Shalat Ghaib di seluruh masjid.","None","None","None","None","None","None","None","Saya mengajak sahabat dan saudara-saudara sekalian untuk turut serta mendoakan almarhum agar mendapat tempat yang mulia di sisi Allah SWT. Kepada saudaraku yang muslim mari kita menggelar Shalat Ghaib di seluruh masjid.","","None","",14907,"None","None","None","2019-08-06 03:43","None","None","None","None","None",317,"","1158584419172532226","","positive",2107,"Prabowo Subianto","prabowo"
"None","None","Pesan beliau selalu tertanam di benak saya “Mas Prabowo harus selalu bela rakyat, mas Prabowo harus selalu bela rakyat kecil”.","None","None","None","None","None","None","None","Pesan beliau selalu tertanam di benak saya “Mas Prabowo harus selalu bela rakyat, mas Prabowo harus selalu bela rakyat kecil”.","","None","",9116,"None","None","None","2019-08-06 03:39","None","None","None","None","None",168,"","1158583405820313602","","neutral",1480,"Prabowo Subianto","prabowo"
"None","None","Inna Lillahi wa inna ilayhi rajiun. Turut berduka cita atas wafatnya K.H Maimun Zubair di Mekkah pada hari ini, beliau adalah salah satu tokoh yang selalu menjadi inspirasi saya selama ini. Insya Allah Husnul Khotimah.","None","None","None","None","None","None","None","Inna Lillahi wa inna ilayhi rajiun. Turut berduka cita atas wafatnya K.H Maimun Zubair di Mekkah pada hari ini, beliau adalah salah satu tokoh yang selalu menjadi inspirasi saya selama ini. Insya Allah Husnul Khotimah.","","None","",13053,"None","None","None","2019-08-06 03:38","None","None","None","None","None",253,"","1158583203428331521","","negative",2087,"Prabowo Subianto","prabowo"
"None","None","Pencak silat contohnya, 14 Emas pernah diberikan kepada Indonesia melalui ajang Asian Games, saya yakin dan percaya jika pembinaan diberikan secara serius dan nasib atlet lebih diperhatikan bukan tidak mungkin cabang olahraga lain akan memetik hasil yang sama.","None","None","None","None","None","None","None","Pencak silat contohnya, 14 Emas pernah diberikan kepada Indonesia melalui ajang Asian Games, saya yakin dan percaya jika pembinaan diberikan secara serius dan nasib atlet lebih diperhatikan bukan tidak mungkin cabang olahraga lain akan memetik hasil yang sama.","","None","",2813,"None","None","None","2019-08-05 13:18","None","None","None","None","None",85,"","1158366783092318208","","positive",313,"Prabowo Subianto","prabowo"
"None","None","Tidak hanya kita tuntut secara prestasi untuk mengharumkan nama Bangsa Indonesia, akan tetapi nasib atlet ke depan juga harus lebih diperhatikan.","None","None","None","None","None","None","None","Tidak hanya kita tuntut secara prestasi untuk mengharumkan nama Bangsa Indonesia, akan tetapi nasib atlet ke depan juga harus lebih diperhatikan.","","None","",3063,"None","None","None","2019-08-05 13:14","None","None","None","None","None",67,"","1158365728472330243","","positive",322,"Prabowo Subianto","prabowo"
"None","None","Tadi sore saya di undang untuk melihat latihan atlet Taekwondo Indonesia, kita selalu percaya potensi atlet Indonesia tidak kalah dengan bangsa lain jika mendapat pembinaan yang serius.","None","None","None","None","None","None","None","Tadi sore saya di undang untuk melihat latihan atlet Taekwondo Indonesia, kita selalu percaya potensi atlet Indonesia tidak kalah dengan bangsa lain jika mendapat pembinaan yang serius.","","None","",5337,"None","None","None","2019-08-05 13:11","None","None","None","None","None",165,"","1158364837086281728","","positive",515,"Prabowo Subianto","prabowo"
"None","None","Untuk itu, jika ada pertanyaan dan diskusi yang tidak sempat kita jalin melalui twitter dan fanpage pribadi saya, sahabat juga dapat menanyakan pandangan dan pernyataan saya kepada Bung @dahnilanzar. Terima kasih atas perhatiannya.","None","None","None","None","None","None","None","Untuk itu, jika ada pertanyaan dan diskusi yang tidak sempat kita jalin melalui twitter dan fanpage pribadi saya, sahabat juga dapat menanyakan pandangan dan pernyataan saya kepada Bung @dahnilanzar. Terima kasih atas perhatiannya.","dahnilanzar","None","",6227,"None","None","None","2019-07-28 12:44","None","None","None","None","None",510,"","1155459069479542784","","neutral",797,"Prabowo Subianto","prabowo"
"None","None","Selamat malam sahabat, selamat berakhir pekan. Pada kesempatan ini saya ingin menyampaikan bahwa mulai ke depan saya dibantu Bung @Dahnilanzar sebagai juru bicara resmi Ketua Dewan Pembina / Ketua Umum Partai @Gerindra.","None","None","None","None","None","None","None","Selamat malam sahabat, selamat berakhir pekan. Pada kesempatan ini saya ingin menyampaikan bahwa mulai ke depan saya dibantu Bung @Dahnilanzar sebagai juru bicara resmi Ketua Dewan Pembina / Ketua Umum Partai @Gerindra.","Dahnilanzar Gerindra","None","",10979,"None","None","None","2019-07-28 12:43","None","None","None","None","None",1258,"","1155458804886036481","","positive",1664,"Prabowo Subianto","prabowo"
"None","None","Saya mengucapkan Selamat Hari Raya Idul Fitri 1440 H/2019 M. Semoga segala amal ibadah kita diterima oleh Allah SWT dan semoga kita digolongkan menjadi orang-orang yang diberikan kenikmatan untuk bertemu dengan Ramadhan lagi. Aamiin.","None","None","None","None","None","None","None","Saya mengucapkan Selamat Hari Raya Idul Fitri 1440 H/2019 M. Semoga segala amal ibadah kita diterima oleh Allah SWT dan semoga kita digolongkan menjadi orang-orang yang diberikan kenikmatan untuk bertemu dengan Ramadhan lagi. Aamiin.","","None","",32384,"None","None","None","2019-06-06 07:06","None","None","None","None","None",2529,"","1136529725399035904","","positive",5945,"Prabowo Subianto","prabowo"
"None","None","Inna lillahi wa inna ilaihi rajiun. Saya, Prabowo Subianto, menyampaikan rasa duka cita saya yang mendalam atas wafatnya ibu Hj. Kristiani Herrawati atau yang biasa kita kenal dengan nama Ibu Ani Yudhoyono.","None","None","None","None","None","None","None","Inna lillahi wa inna ilaihi rajiun. Saya, Prabowo Subianto, menyampaikan rasa duka cita saya yang mendalam atas wafatnya ibu Hj. Kristiani Herrawati atau yang biasa kita kenal dengan nama Ibu Ani Yudhoyono.","","None","",28529,"None","None","None","2019-06-01 08:27","None","None","None","None","None",801,"","1134738155116982273","","negative",5944,"Prabowo Subianto","prabowo"
"None","None","Semoga arwah almarhumah diterima dan diberikan tempat terbaik di sisi Allah SWT dan semoga bapak @SBYudhoyono beserta keluarga senantiasa diberi ketabahan dan kesabaran dalam menghadapi musibah ini.","None","None","None","None","None","None","None","Semoga arwah almarhumah diterima dan diberikan tempat terbaik di sisi Allah SWT dan semoga bapak @SBYudhoyono beserta keluarga senantiasa diberi ketabahan dan kesabaran dalam menghadapi musibah ini.","SBYudhoyono","None","",23537,"None","None","None","2019-06-01 07:38","None","None","None","None","None",1067,"","1134725844377542657","","positive",4858,"Prabowo Subianto","prabowo"
"None","None","Ibu negara yang telah memberikan sumbangan dan dharma baktinya kepada bangsa ini sebagai pendamping setia Presiden Susilo Bambang Yudhoyono selama masa bakti beliau.","None","None","None","None","None","None","None","Ibu negara yang telah memberikan sumbangan dan dharma baktinya kepada bangsa ini sebagai pendamping setia Presiden Susilo Bambang Yudhoyono selama masa bakti beliau.","","None","",11720,"None","None","None","2019-06-01 07:37","None","None","None","None","None",122,"","1134725711434878976","","positive",2224,"Prabowo Subianto","prabowo"
"None","None","","None","None","None","None","None","None","None","","","None","",56433,"None","None","None","2019-05-22 16:22","None","None","None","None","None",7591,"","1131233899252609024","","neutral",19371,"Prabowo Subianto","prabowo"
"None","None","Selamat menunaikan ibadah puasa bagi sahabat muslim. Semoga Allah SWT menerima ibadah kita dan meningkatkan ketaqwaan kita. Aamiin.","None","None","None","None","None","None","None","Selamat menunaikan ibadah puasa bagi sahabat muslim. Semoga Allah SWT menerima ibadah kita dan meningkatkan ketaqwaan kita. Aamiin.","","None","",47907,"None","None","None","2019-05-05 21:42","None","None","None","None","None",4740,"","1125153753135341568","","positive",10346,"Prabowo Subianto","prabowo"
"None","None","Saya himbau pendukung saya semua agar tetap tenang, tidak terprovokasi melakukan tindakan anarkis. Kita fokus mengawal kotak suara karena kotak-kotak itulah kunci kemenangan kita agar kebohongan-kebohongan yang sudah dilakukan bisa dilawan. Silahkan jaga TPS. #kawalkotaksuara","None","None","None","None","None","None","None","Saya himbau pendukung saya semua agar tetap tenang, tidak terprovokasi melakukan tindakan anarkis. Kita fokus mengawal kotak suara karena kotak-kotak itulah kunci kemenangan kita agar kebohongan-kebohongan yang sudah dilakukan bisa dilawan. Silahkan jaga TPS. #kawalkotaksuara","","None","",38354,"None","None","None","2019-04-17 10:46","None","None","None","None","None",5417,"","1118465817333526528","kawalkotaksuara","negative",12365,"Prabowo Subianto","prabowo"
"None","None","Saya minta saudara saudara sekalian jangan terpancing, jangan bertindak berlebihan, terus awasi TPS amankan C1 dan jaga di kecamatan jangan lengah. #kawalkotaksuara","None","None","None","None","None","None","None","Saya minta saudara saudara sekalian jangan terpancing, jangan bertindak berlebihan, terus awasi TPS amankan C1 dan jaga di kecamatan jangan lengah. #kawalkotaksuara","","None","",22105,"None","None","None","2019-04-17 10:44","None","None","None","None","None",1122,"","1118465330953592832","kawalkotaksuara","neutral",6626,"Prabowo Subianto","prabowo"
"None","None","Mohon semua relawan untuk mengawal kemenanga kita d semua TPS dan kecamatan. Saya tegaskan disini bahwa ada upaya dari lembaga-lembaga survey tertentu yang kita ketahui bersama memang bekerja untuk satu pihak, untuk menggiring opini seolah-olah kita kalah. #kawalkotaksuara","None","None","None","None","None","None","None","Mohon semua relawan untuk mengawal kemenanga kita d semua TPS dan kecamatan. Saya tegaskan disini bahwa ada upaya dari lembaga-lembaga survey tertentu yang kita ketahui bersama memang bekerja untuk satu pihak, untuk menggiring opini seolah-olah kita kalah. #kawalkotaksuara","","None","",29219,"None","None","None","2019-04-17 10:43","None","None","None","None","None",2960,"","1118465111801262081","kawalkotaksuara","negative",10179,"Prabowo Subianto","prabowo"
"None","None","Belum lagi banyak diketemukan surat suara yang sudah di coblos 01. Tetapi walau demikian hasil exit poll kita di 5000 TPS menunjukkan bahwa kita menang 55,4 persen dan hasil Quick count kita menang 52.2 persen. #kawalkotaksuara","None","None","None","None","None","None","None","Belum lagi banyak diketemukan surat suara yang sudah di coblos 01. Tetapi walau demikian hasil exit poll kita di 5000 TPS menunjukkan bahwa kita menang 55,4 persen dan hasil Quick count kita menang 52.2 persen. #kawalkotaksuara","","None","",20667,"None","None","None","2019-04-17 10:42","None","None","None","None","None",2542,"","1118464638939586560","kawalkotaksuara","positive",7289,"Prabowo Subianto","prabowo"
"None","None","Pada proses pemilu kali ini banyak kejadian yang merugikan pihak 02. Banyak kertas suara yang tidak sampai. Banyak surat suara yang tidak sampai. Banyak TPS yang buka terlambat. Banyak yang tidak dapat undangan. #kawalkotaksuara","None","None","None","None","None","None","None","Pada proses pemilu kali ini banyak kejadian yang merugikan pihak 02. Banyak kertas suara yang tidak sampai. Banyak surat suara yang tidak sampai. Banyak TPS yang buka terlambat. Banyak yang tidak dapat undangan. #kawalkotaksuara","","None","",36686,"None","None","None","2019-04-17 10:40","None","None","None","None","None",6040,"","1118464267525582849","kawalkotaksuara","negative",13053,"Prabowo Subianto","prabowo"
"None","None","Bismillahirramanirrahiim. Semoga Allah SWT merestui dan meridhoi perjuangan kita semua. Aamiin.","None","None","None","None","None","None","None","Bismillahirramanirrahiim. Semoga Allah SWT merestui dan meridhoi perjuangan kita semua. Aamiin.","","None","",40871,"None","None","None","2019-04-16 23:36","None","None","None","None","None",6111,"","1118297139359039489","","positive",10579,"Prabowo Subianto","prabowo"
"None","None","Aamiin ya Allah.","None","None","None","None","None","None","None","Aamiin ya Allah.","","None","",6362,"None","None","None","2019-04-11 02:35","None","None","None","None","None",458,"","1116167753231003648","","neutral",932,"Prabowo Subianto","prabowo"
"None","None","Semoga balasan saya ini bisa mewakili tweet sahabat yang belum terbalas. Jangan sampai terputus silaturahmi. Jangan surut semangat juangmu. Kita bangun Republik Indonesia bersama-sama.","None","None","None","None","None","None","None","Semoga balasan saya ini bisa mewakili tweet sahabat yang belum terbalas. Jangan sampai terputus silaturahmi. Jangan surut semangat juangmu. Kita bangun Republik Indonesia bersama-sama.","","None","",8499,"None","None","None","2019-04-11 02:33","None","None","None","None","None",592,"","1116167326460551169","","positive",2005,"Prabowo Subianto","prabowo"
"None","None","Terima kasih.","None","None","None","None","None","None","None","Terima kasih.","","None","",2172,"None","None","None","2019-04-11 02:28","None","None","None","None","None",93,"","1116166040868675584","","neutral",242,"Prabowo Subianto","prabowo"
"None","None","Hukum harus ditegakkan tanpa tebang pilih.","None","None","None","None","None","None","None","Hukum harus ditegakkan tanpa tebang pilih.","","None","",5728,"None","None","None","2019-04-11 02:26","None","None","None","None","None",431,"","1116165720226668544","","neutral",1482,"Prabowo Subianto","prabowo"
"None","None","Silahkan bung cek jejak digital siapa yang tidak beretika dalam berpolitik. Saya membela rakyat dan bangsa saya. Itu sumpah saya ketika masuk tentara san saya tidak akan diam ketika rakyat mengadu kesusahan, didzalimi, ketidakadilan.","None","None","None","None","None","None","None","Silahkan bung cek jejak digital siapa yang tidak beretika dalam berpolitik. Saya membela rakyat dan bangsa saya. Itu sumpah saya ketika masuk tentara san saya tidak akan diam ketika rakyat mengadu kesusahan, didzalimi, ketidakadilan.","","None","",13478,"None","None","None","2019-04-11 02:12","None","None","None","None","None",1765,"","1116162119261515776","","positive",3979,"Prabowo Subianto","prabowo"
"None","None","Rakyat itu bagaimana pemimpinnya.","None","None","None","None","None","None","None","Rakyat itu bagaimana pemimpinnya.","","None","",5013,"None","None","None","2019-04-11 02:10","None","None","None","None","None",518,"","1116161465751183361","","neutral",1281,"Prabowo Subianto","prabowo"
"None","None","Kita kawal bersama pemilu 2019. Jangan sampai demokrasi dinodai oleh para komprador.","None","None","None","None","None","None","None","Kita kawal bersama pemilu 2019. Jangan sampai demokrasi dinodai oleh para komprador.","","None","",4770,"None","None","None","2019-04-11 02:07","None","None","None","None","None",370,"","1116160919237578752","","neutral",1370,"Prabowo Subianto","prabowo"
"None","None","Luar biasa Lombok, NTB","None","None","None","None","None","None","None","Luar biasa Lombok, NTB","","None","",1247,"None","None","None","2019-04-11 02:07","None","None","None","None","None",70,"","1116160690249584641","","negative",162,"Prabowo Subianto","prabowo"
"None","None","Alhamdulillah, pempek dan secangkir kopi.","None","None","None","None","None","None","None","Alhamdulillah, pempek dan secangkir kopi.","","None","1071821538725228544",156,"None","None","None","2019-04-11 02:06","None","None","None","None","None",25,"RollezB","1116160439606362112","","neutral",34,"Prabowo Subianto","prabowo"
"None","None","Jakarta, Palembang, Solo semakin menguatkan bahwa rakyat menghendaki adanya sebuah perubahan, menginginkan keadilan dan kemakmuran. Jangan pernah surut berjuang, demi bangsa, demi anak-cucu mu.","None","None","None","None","None","None","None","Jakarta, Palembang, Solo semakin menguatkan bahwa rakyat menghendaki adanya sebuah perubahan, menginginkan keadilan dan kemakmuran. Jangan pernah surut berjuang, demi bangsa, demi anak-cucu mu.","","None","",10738,"None","None","None","2019-04-11 01:55","None","None","None","None","None",943,"","1116157839284641792","","positive",3603,"Prabowo Subianto","prabowo"
"None","None","Doa dan semangat saya selalu untuk Bung Novel Baswedan. Maju terus pantang menyerah!","None","None","None","None","None","None","None","Doa dan semangat saya selalu untuk Bung Novel Baswedan. Maju terus pantang menyerah!","","None","",19012,"None","None","None","2019-04-10 12:10","None","None","None","None","None",995,"","1115950289138274304","","positive",6096,"Prabowo Subianto","prabowo"
"None","None","Apa yang dilakukan para leluhur kita dimasa lampau jangan sampai dilupakan. Yang terbaik dari mereka telah kita rasakan saat ini. Sudah selayaknya kita turut memberikan semua yang terbaik dari diri kita untuk kejayaan bangsa dan negara.","None","None","None","None","None","None","None","Apa yang dilakukan para leluhur kita dimasa lampau jangan sampai dilupakan. Yang terbaik dari mereka telah kita rasakan saat ini. Sudah selayaknya kita turut memberikan semua yang terbaik dari diri kita untuk kejayaan bangsa dan negara.","","None","",19129,"None","None","None","2019-04-09 03:54","None","None","None","None","None",1145,"","1115462891493253120","","positive",5371,"Prabowo Subianto","prabowo"
"None","None","Mohon maaf kepada warga DKI Jakarta yang terganggu karena aktivitas saya tadi pagi hingga siang. Terima kasih dan hormat saya kepada para petugas yang telah bekerja dengan baik sehingga acara berjalan aman dan lancar.","None","None","None","None","None","None","None","Mohon maaf kepada warga DKI Jakarta yang terganggu karena aktivitas saya tadi pagi hingga siang. Terima kasih dan hormat saya kepada para petugas yang telah bekerja dengan baik sehingga acara berjalan aman dan lancar.","","None","",37188,"None","None","None","2019-04-07 07:26","None","None","None","None","None",2388,"","1114791517279756288","","positive",9755,"Prabowo Subianto","prabowo"
"None","None","Tidak dapat kasih tangan kepada semua tetapi saya yakin kita telah bersepakat bahwa kita akan bersama-sama mewujudkan sebuah pemerintahan yang adil dan makmur.","None","None","None","None","None","None","None","Tidak dapat kasih tangan kepada semua tetapi saya yakin kita telah bersepakat bahwa kita akan bersama-sama mewujudkan sebuah pemerintahan yang adil dan makmur.","","None","",15629,"None","None","None","2019-04-07 07:21","None","None","None","None","None",1234,"","1114790363258953728","","positive",4270,"Prabowo Subianto","prabowo"
"None","None","Terima kasih kepada para tokoh agama, para habaib, para ulama, para relawan, para sahabat yang telah hadir pada hari ini untuk sebuah perubahan yang lebih baik bagi kita semua.","None","None","None","None","None","None","None","Terima kasih kepada para tokoh agama, para habaib, para ulama, para relawan, para sahabat yang telah hadir pada hari ini untuk sebuah perubahan yang lebih baik bagi kita semua.","","None","",30210,"None","None","None","2019-04-07 07:10","None","None","None","None","None",1940,"","1114787620049969152","","positive",9547,"Prabowo Subianto","prabowo"
"None","None","Semoga Allah SWT melapangkan kuburnya dan menjauhkan dari api neraka. Aamiin.","None","None","None","None","None","None","None","Semoga Allah SWT melapangkan kuburnya dan menjauhkan dari api neraka. Aamiin.","","None","",6033,"None","None","None","2019-04-02 03:56","None","None","None","None","None",452,"","1112926705797087232","","negative",791,"Prabowo Subianto","prabowo"
"None","None","Selamat berbahagia.","None","None","None","None","None","None","None","Selamat berbahagia.","","None","",4405,"None","None","None","2019-04-02 03:40","None","None","None","None","None",714,"","1112922766276059136","","neutral",565,"Prabowo Subianto","prabowo"
"None","None","Aamiin","None","None","None","None","None","None","None","Aamiin","","None","996682324140949504",191,"None","None","None","2019-04-02 03:26","None","None","None","None","None",10,"MuhammadMika031","1112919230070976513","","neutral",13,"Prabowo Subianto","prabowo"
"None","None","Hahahaha ada yang ngasih bocoran.","None","None","None","None","None","None","None","Hahahaha ada yang ngasih bocoran.","","None","",2704,"None","None","None","2019-04-02 03:00","None","None","None","None","None",397,"","1112912659387572224","","neutral",405,"Prabowo Subianto","prabowo"
"None","None","Aamiin ya Allah","None","None","None","None","None","None","None","Aamiin ya Allah","","None","",2591,"None","None","None","2019-04-02 02:37","None","None","None","None","None",156,"","1112906841434939392","","neutral",366,"Prabowo Subianto","prabowo"
"None","None","Banyak permintaan folbek. Pagi ini saya akan folbek akun sahabat yang menurut saya patut di folbek.","None","None","None","None","None","None","None","Banyak permintaan folbek. Pagi ini saya akan folbek akun sahabat yang menurut saya patut di folbek.","","None","",23471,"None","None","None","2019-04-02 02:31","None","None","None","None","None",9391,"","1112905367602618373","","positive",4840,"Prabowo Subianto","prabowo"
"None","None","Bukan ditangan saya, ditangan semua anak bangsa yang mencintai dan setia kepada negerinya.","None","None","None","None","None","None","None","Bukan ditangan saya, ditangan semua anak bangsa yang mencintai dan setia kepada negerinya.","","None","736479212",539,"None","None","None","2019-04-02 02:05","None","None","None","None","None",57,"rico_rikhasman","1112898865303179265","","positive",103,"Prabowo Subianto","prabowo"
